benchmark,input,region,cpu_only_cycles,fpga_custom_cycles,cpu_only_ipc,fpga_custom_ipc,cycle_reduction_%
519.lbm_r,1,region_6,173563790,172938136,0.69,0.69,0.36
519.lbm_r,1,region_7,347186842,444907722,0.35,0.27,-28.15
519.lbm_r,1,region_8,170544416,169928556,0.7,0.71,0.36
519.lbm_r,1,average,214102692,236511737,0.61,0.59,-6.49
,,,,,,,
520.omnetpp_r,1,region_1,307796536,306799042,0.39,0.39,0.32
520.omnetpp_r,1,region_2,162778438,162610280,0.74,0.74,0.1
520.omnetpp_r,1,region_3,296268832,295272002,0.41,0.41,0.34
520.omnetpp_r,1,region_4,296622080,295618610,0.4,0.41,0.34
520.omnetpp_r,1,region_5,2723064,2723894,0.66,0.66,-0.03
520.omnetpp_r,1,region_6,245777110,244895650,0.49,0.49,0.36
520.omnetpp_r,1,region_7,296568130,295568312,0.4,0.41,0.34
520.omnetpp_r,1,region_8,621917838,619231958,0.19,0.19,0.43
520.omnetpp_r,1,region_9,293276682,292280018,0.41,0.41,0.34
520.omnetpp_r,1,region_10,309336518,308362430,0.39,0.39,0.31
520.omnetpp_r,1,region_11,296896810,295875744,0.4,0.41,0.34
520.omnetpp_r,1,average,284542003,283567085,0.44,0.45,0.29
,,,,,,,
521.wrf_r,1,region_1,130457906,130389514,0.92,0.92,0.05
521.wrf_r,1,region_2,181102680,181123928,0.66,0.66,-0.01
521.wrf_r,1,region_3,304246626,304250444,0.39,0.39,0
521.wrf_r,1,region_4,422019310,422030764,0.28,0.28,0
521.wrf_r,1,region_5,241572164,241563034,0.5,0.5,0
521.wrf_r,1,region_6,239552276,239360214,0.5,0.5,0.08
521.wrf_r,1,region_7,129165098,125619172,0.93,0.96,2.75
521.wrf_r,1,region_8,135313406,133814758,0.89,0.9,1.11
521.wrf_r,1,region_9,117928890,114302786,1.02,1.05,3.07
521.wrf_r,1,region_10,170315170,167561396,0.7,0.72,1.62
521.wrf_r,1,region_11,107892530,104867844,1.11,1.14,2.8
521.wrf_r,1,region_12,475758822,475762806,0.25,0.25,0
521.wrf_r,1,region_13,154618210,154637632,0.78,0.78,-0.01
521.wrf_r,1,region_14,170903308,170169754,0.7,0.71,0.43
521.wrf_r,1,region_15,170200796,166871998,0.71,0.72,1.96
521.wrf_r,1,region_16,488195708,488209320,0.25,0.25,0
521.wrf_r,1,region_17,488968272,488976738,0.25,0.25,0
521.wrf_r,1,region_18,510115012,510128790,0.24,0.24,0
521.wrf_r,1,region_19,223858968,223894326,0.54,0.54,-0.02
521.wrf_r,1,region_20,119576274,119574946,1,1,0
521.wrf_r,1,region_21,316156296,316121768,0.38,0.38,0.01
521.wrf_r,1,region_22,388408792,388417756,0.31,0.31,0
